category,user,id,description,verified,created_at,location,favourites,retweets,entities
neu,dangapiwan2,1380347551828766721,"ข้อหาเเบบนี้น้องคงหมดอนาคตรับราชการรวมถึงงานเอกชนบางเเห่ง
#การศึกษาไทย https://t.co/VUvnWUYfpz",False,2021-04-09 02:31:16,ประเทศไทย,1555,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [58, 70]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1380347549001768966, 'id_str': '1380347549001768966', 'indices': [71, 94], 'media_url': 'http://pbs.twimg.com/media/Eyf6yEzU4AYXIsL.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eyf6yEzU4AYXIsL.jpg', 'url': 'https://t.co/VUvnWUYfpz', 'display_url': 'pic.twitter.com/VUvnWUYfpz', 'expanded_url': 'https://twitter.com/dangapiwan2/status/1380347551828766721/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 570, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 940, 'h': 788, 'resize': 'fit'}, 'medium': {'w': 940, 'h': 788, 'resize': 'fit'}}}]}"
neg,NANALEEA,1380322915292311554,"ลิดรอนสิทธิ์ในโรงเรียนยังมีอยู่เสมอ
#การศึกษาไทย",False,2021-04-09 00:53:22,,402,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [36, 48]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,kandainthai,1380911139803004928,#การศึกษา สำคัญแต่สุขภาพสำคัญกว่า เลี้ยงลูกให้เก่งมีความมั่นใจแค่ไหน เจอฝุ่นPM2.5 กะ #โควิด19 ก็จบเห่! ป่วยก็ทำอะไรไม่ได้!,False,2021-04-10 15:50:46,,14159,21,"{'hashtags': [{'text': 'การศึกษา', 'indices': [0, 9]}, {'text': 'โควิด19', 'indices': [85, 93]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,IpomeeB,1380888197199200258,"อยากให้ #การศึกษาไทย สอนเรื่อง sexual consent ไม่แค่ในหลักสูตรนะในครอบครัวด้วย เลิกมองเรื่องเพศน่าอายจนเป๋โฟกัสผิดจุดได้แล้ว แคมเปญ #ข่มขืนต้องประหาร ไม่แก้ปัญหาอะไร ลูปวนตราบใดที่ยังไม่ปลูกฝังจริยธรรมที่ถูกต้องตามสมัย

#สื่อ #ละครหลังข่าว ก็ #StopRomanticizingSexualViolence ซะที",False,2021-04-10 14:19:36,,1385,1,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [8, 20]}, {'text': 'ข่มขืนต้องประหาร', 'indices': [132, 149]}, {'text': 'สื่อ', 'indices': [220, 225]}, {'text': 'ละครหลังข่าว', 'indices': [226, 239]}, {'text': 'StopRomanticizingSexualViolence', 'indices': [243, 275]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,kandainthai,1380879460367536133,#การศึกษา ของกระทรวงศึกษาออกแบบมาให้เด็กไม่มีความมั่นใจในตัวเอง  ครูหาเรื่องติเตียนเรื่องกะโหลกกะลา ตอนอยู่เตรียมอุดมก็เจอ  แต่ฉันโตมาแบบมั่นใจตัวเองก็คิดว่าครูโอเวอร์ไปเองไม่ใช่ปัญหาฉัน คำติเตียนของครูทำลายความเชื่อมั่นที่สั่งสมมาจากบ้านไม่ได้!,False,2021-04-10 13:44:53,,14159,74,"{'hashtags': [{'text': 'การศึกษา', 'indices': [0, 9]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,beararebear,1380879115016753152,งานฉั้นส่งครบทุกอย่างมีครั้งนึงเเกบอกคะเเนนคนที่ไม่ครบปรากฎว่าเอ้ามีกูเฉยอีเหี้ย ทั้งงานกลุ่มงานเดี่ยวอะละคือพวกที่อยู่กลุ่มเดียวกันมันได้คะเเนนไปเเล้วอะไรวะ... งานที่ฉั้นต้องมาระบายสีจดมืองิกมืองอเต็มกระดาษA3อะมึงเเค่8คะเเนนเอง เเล้วคือภาพที่วาดมันคือ1ใน13กัณฑ์อะมึง #การศึกษาไทย,False,2021-04-10 13:43:31,,28,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [268, 280]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,beararebear,1380878214017388544,":อีก2คะเเนนครูก็ไม่ปัดให้เนอะ เส้า...
:ไม่น่าปัดขึ้นแต่แรก มันเลยเหลือ 2 คะแนน

นี่คือประโยคที่ครูพิมพ์มาให้นักเราเองค่ะโหหห ตอนนั้นเราไปช่วยงานเเกเพราะเเกขอ เเกบอกทำไม่ทันเเกบอกว่าจะให้คะเเนนพิเศษ เหอะะะะฉั้นต้องสละเวลาอันมีค่ามาช่วยงานครู #การศึกษาไทย #ความล้มเหลวของการศึกษา",False,2021-04-10 13:39:56,,28,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [241, 253]}, {'text': 'ความล้มเหลวของการศึกษา', 'indices': [254, 277]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,Juliemiiiiii,1380862399951990789,"""เด็กสมัยนี้บอบบางเกินไป พูดอะไรนิดหน่อยก็ทนไม่ไหว ที่เรียนเอกชนก็เพราะครูตามใจ ประคบประหงมเด็กเลยไม่รู้จักโต""
แล้วกูจะทนกับคำพูดเหี้ยๆไปทำไม แล้วที่ครูต้องประคบประหงมมันก็คือสิ่งที่ถูกต้องที่ครูตวรจะเป็น ไม่ใช่พูดแต่คำเหี้ยๆ ทำตัวต่ำๆ #การศึกษาฆ่าฉัน",False,2021-04-10 12:37:05,,47,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [236, 251]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,sja02Tua9NVf8aU,1380855923988566020,EP.4 ทุกคนเรามีข่าวมาอัพเดท ตอนนี้ที่โรงแรมที่เราฝึกงานอยู่มีแขกมาเช็คอินวันที่6และเช็คเอ้าท์วันที่7 และแขกคนนั้นติดโควิด แล้วเราอยากให้ทุกคนย้อนกลับไปดูสิ่งที่เราโพสต์ไปว่ามันคุ้มไหมกับสิ่งที่เด็กกำลังเจออยู่? ( โพสต์ตอนEP.1 ) #การศึกษาไทย #การศึกษาไทยฆ่าฉัน #โควิด19 #ครูฆ่าฉัน https://t.co/8NXHKQLzkJ,False,2021-04-10 12:11:21,,7,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [228, 240]}, {'text': 'การศึกษาไทยฆ่าฉัน', 'indices': [241, 259]}, {'text': 'โควิด19', 'indices': [260, 268]}, {'text': 'ครูฆ่าฉัน', 'indices': [269, 279]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1380855917684518913, 'id_str': '1380855917684518913', 'indices': [280, 303], 'media_url': 'http://pbs.twimg.com/media/EynJJBuU8AEeSXn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EynJJBuU8AEeSXn.jpg', 'url': 'https://t.co/8NXHKQLzkJ', 'display_url': 'pic.twitter.com/8NXHKQLzkJ', 'expanded_url': 'https://twitter.com/sja02Tua9NVf8aU/status/1380855923988566020/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1024, 'h': 384, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 255, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 384, 'resize': 'fit'}}}]}"
pos,theactive_net,1380842008604860416,“ตรีนุช” โชว์ผลตรวจไม่พบเชื้อโควิด-19 ย้ำคนแวดวง #การศึกษา การ์ดอย่าตก | ยืนยันตรวจ 2 รอบ ให้ผลเป็นลบแต่เพื่อความไม่ประมาทขอกักตัว 14 วัน สั่งเตรียมพร้อมทำงานรูปแบบออนไลน์ เดินหน้างานการศึกษาไม่ให้สะดุด #ตรีนุชเทียนทอง #โควิด #TheActive อ่านเพิ่มเติม : https://t.co/0bdriCjR7X,False,2021-04-10 11:16:04,"หลักสี่, กรุงเทพมหานคร",292,4,"{'hashtags': [{'text': 'การศึกษา', 'indices': [49, 58]}, {'text': 'ตรีนุชเทียนทอง', 'indices': [203, 218]}, {'text': 'โควิด', 'indices': [219, 225]}, {'text': 'TheActive', 'indices': [226, 236]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/0bdriCjR7X', 'expanded_url': 'https://theactive.net/news/20210410/', 'display_url': 'theactive.net/news/20210410/', 'indices': [253, 276]}]}"
neg,sja02Tua9NVf8aU,1380829109106974722,EP.3 พอเราคุยกับครูที่ปรึกษาจบ ก็มีครูในแผนกทักมาอีกคนและตอบกลับเรามาแบบประชดประชัน เราก็ยิ่งไม่โอเค เพราะเราก็ไม่ได่ทำอะไรผิด เราวมีสมองพอว่าสิ่งที่เราทำมันคืออะไรและผลตามมามันจะเป็นยัง เราขอถามทุกๆคนว่าคิดยังไงกับการศึกษาไทยและครูอาจารย์ไทย? #การศึกษาไทย #COVID19 #ครูบ้าอำนาจ https://t.co/Ov2hVfcnJo,False,2021-04-10 10:24:48,,7,1,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [244, 256]}, {'text': 'COVID19', 'indices': [257, 265]}, {'text': 'ครูบ้าอำนาจ', 'indices': [266, 278]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1380829099954819072, 'id_str': '1380829099954819072', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/EymwwB5UUAAuN1D.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EymwwB5UUAAuN1D.jpg', 'url': 'https://t.co/Ov2hVfcnJo', 'display_url': 'pic.twitter.com/Ov2hVfcnJo', 'expanded_url': 'https://twitter.com/sja02Tua9NVf8aU/status/1380829109106974722/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1241, 'h': 835, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 458, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 807, 'resize': 'fit'}}}]}"
