,description,created_at
1025,"ขายใบรับรองแพทย์ ราคา 300- บาท
•เป็นของโรงพยาบาลใช้ตรายางจริงการันตีผ่านแน่นอน
•มีเครดิตกับรีวิวเพียบ 
•สนใจแอดไลน์… https://t.co/I3yC6MbrPm",2019-09-12 14:07:19
1026,"ขายใบรับรองแพทย์ ราคา 300- บาท
•เป็นของโรงพยาบาลใช้ตรายางจริงการันตีผ่านแน่นอน
•มีเครดิตกับรีวิวเพียบ 
•สนใจแอดไลน์… https://t.co/p6Hn8yGkai",2019-09-12 14:07:19
1027,"ขายใบรับรองแพทย์ ราคา 300- บาท
•เป็นของโรงพยาบาลใช้ตรายางจริงการันตีผ่านแน่นอน
•มีเครดิตกับรีวิวเพียบ 
•สนใจแอดไลน์… https://t.co/MPzJe8sZVv",2019-09-12 14:07:19
1028,"ขายใบรับรองแพทย์ ราคา 300- บาท
•เป็นของโรงพยาบาลใช้ตรายางจริงการันตีผ่านแน่นอน
•มีเครดิตกับรีวิวเพียบ 
•สนใจแอดไลน์… https://t.co/qbC72r22WS",2019-09-12 14:07:19
1029,"เรื่องตอนเช้าทำให้หัวอุ่นถึงตอนนี้ 
ขออภัยในคำหยาบแต่คือโมโหจริงตอนพูดกับครูเสียงก็ไม่ค่อยเป็นมิตรเท่าไหร่… https://t.co/Zkc3XrmkyO",2019-09-12 16:08:53
1030,"เรื่องตอนเช้าทำให้หัวอุ่นถึงตอนนี้ 
ขออภัยในคำหยาบแต่คือโมโหจริงตอนพูดกับครูเสียงก็ไม่ค่อยเป็นมิตรเท่าไหร่
#การศึกษาไทย https://t.co/koYbA9TJb0",2019-09-12 16:08:53
1031,หนูมาหาทุนการศึกษาค่า..~~~ คือตอนนี้หนูย้ายโรงเรียนเเละก็มาอยู่กับพี่ชายเเล้ว เเต่พี่ชายยังมีลูกอีก 2 คน หนูเลยคิด… https://t.co/p8su9juK3G,2019-09-14 10:51:15
1033,อันนี้มันสิทธิ์ของหนูไหมคะ ที่จะเปลี่ยนหรือไม่เปลี่ยนชื่อไลน์ #การศึกษาไทย https://t.co/AxMke8gMHX,2019-09-20 17:21:12
1036,"รับทำข้อสอบคณิต เลข ม.ต้น ม.ปลาย แคลคูลัส1,2 เจนเคม1,2 มหาลัยค่า เดมสอบถามได้เลยค่า #รับทําข้อสอบ #แคลคูลัส #มหาลัย #เรียนออนไลน์",2019-09-23 01:54:32
1037,"รับทำข้อสอบวิชาคณิต เลข ม.ต้น ม.ปลาย แคลคูลัส1,2 เจนเคม1,2 มหาลัยค่า เดมสอบถามได้เลยค่า #รับทําข้อสอบ #แคลคูลัส #มหาลัย #เรียนออนไลน์",2019-09-23 01:54:32
1039,#เรียนออนไลน์ #เรียนonline จะได้ไปเรียนที่โรงเรียนสักทีรู้สึก VIP ขึ้น 😂,2019-09-28 16:52:17
1040,เรียนเสร็จอีกวัน ขอให้เป็นวันสุดท้าย #เรียนออนไลน์ ตอนโหวตสมองคิดอะไรอยู่ อยากเรียนธรรมดาเว้ย,2019-09-28 16:52:17
1041,ผมเรียนสองคาบวิชาเดียวกัน คาบแรกพักเที่ยงแล้วต่ออีกคาบ คาบแรกสองคาบสองว่าง // ถามครูแล้ว 2 รอบ ผมไปอ่านหนังสือส่งอา… https://t.co/qrcPfeTy4x,2019-09-28 16:52:17
1044,ทุกคนช่วยรีหน่อยนะคะ ทำไมผอ.โรงเรียนนี้ถึงสร้างหลักสูตรเกษตรมาเพื่อใช้งานหนักๆแบบนี้ ครูผู้สอนบอกว่ามันเป็นคำสั่งจา… https://t.co/33DveewzYS,2019-10-02 16:04:30
1045,วันนี้ช่วงเช้า โดนยึดต่างหู แต่นี่ไม่ได้อะไรเพราะเข้าใจว่ามันผิดแต่ กูจะโกรธตรงที่ด่าว่า “มีแต่ไซด์ไลน์นะคะที่ใส่ต่… https://t.co/XalNbo7FEe,2019-10-05 15:47:09
1046,วันนี้ช่วงเช้า โดนยึดต่างหู แต่นี่ไม่ได้อะไรเพราะเข้าใจว่ามันผิดแต่ กูจะโกรธตรงที่ด่าว่า “มีแต่ไซด์ไลน์นะคะที่ใส่ต่างหู” เดี๋ยวๆๆๆ อ๊ะอีสัส นั่งเป็นนักเรียนอยู่ๆดีกูเป็นคนขายหีเฉยเลย อยากถามว่าอาจารย์สามารถเอาอาชีพนี้มาเปรียบกับนักเรียนเวลาทำผิดกฎตลอดหรอคะ?#การศึกษาไทย,2019-10-05 15:47:09
1048,ชีวิตกูต้องสายตาสั้นเพราะนั่งจ้อมคอมเรียนก้ไม่ได้ป่ะวะ #เรียนออนไลน์,2019-10-07 13:24:33
1049,"วันจันทร์วันงานอัพ วันศุกร์วันปั่นงาน
ส่งล่าช้าไปปั่นเสาร์อาทิตย์ อ้าวกูไม่ได้พักเลยนี่ #เรียนออนไลน์",2019-10-07 13:24:33
1050,ทำไมการศึกษาตอนนี้มันถึงทำให้เรารู้สึกว่าการโตเป็นผู้ใหญ่มันน่ากลัววะ​ กลัวที่จะเลือกอนาคต​ กลัวที่จะทำในสิ่งที่ตัว… https://t.co/0hiCXiOi6U,2019-10-11 03:04:37
1051,ทำไมรสชาติ​ของ​การเป็นผู้ใหญ่มันถึงได้เจ็บปวดขนาดนี้วะ​ #การศึกษาไทย #การศึกษาฆ่าฉัน #การศึกษา,2019-10-11 03:04:37
1052,ควรเปิดโอกาสให้นร.ได้มีอิสระในการเรียน ควรมุ่งเน้นไปในสิ่งที่เด็กคนๆนั้นถนัด  ไม่ควรที่จะให้เรียนทุกด้าน ซึ่งบางอย่… https://t.co/HGPAujjJfX,2019-10-11 07:32:47
1053,"ถ้าการศึกษาไทยดีจริง ทำไมให้ลูกไปเรียนต่างประเทศ??
ถ้าการศึกษาไทยดี ทำไมต้องเรียนพิเศษ?? ควรที่จะสอนนร.ในสิ่งที่จำเ… https://t.co/1zSemHskxB",2019-10-11 07:32:47
1054,"ใส่เสื้อกันหนาว = แต่งแฟชั่นไปโรงเรียน

#ความล้มเหลวของการศึกษาไทย",2019-10-11 10:59:17
1055,"เกิดมาเพื่อถวายชีวิตให้การศึกษาไทย แล้วตายไปพร้อมมัน 😩
#การบ้าน #การศึกษาไทย #สอบ #สอบทุกวัน #เหนื่อย #ท้อ #อ่านหนังสือ #ปวดหัว",2019-10-11 15:20:01
1056,"#การศึกษาฆ่าฉัน #กาศึกษาฆ่าฉัน 
ไปปั่น # นี้กันค่ะ มาเปิดเปิงความเน่าของการศึกษาไทยเถอะ!!",2019-10-11 16:32:44
